Strand,Pillar,Domain,Skill Area,Skill Set,Skill Subset,Skill Subset Annotation
Language Comprehension,Verbal Reasoning,Logical Reasoning,Analyzing Arguments,Evaluating Arguments,Assessing Argument Strength,The ability to evaluate the cogency and persuasiveness of an argument. Example: Assessing the strength of arguments in a debate to determine their persuasiveness.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Analyzing Arguments,Evaluating Arguments,Determining Argument Validity,The skill of assessing whether an argument is logically valid. Example: Determining the validity of arguments in a philosophical essay to evaluate its logical consistency.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Analyzing Arguments,Recognizing Arguments,Recognizing Argument Structure,The skill of recognizing the structure and components of an argument. Example: Identifying the argument structure in a persuasive essay to understand its logical flow.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Analyzing Arguments,Recognizing Arguments,Recognizing Logical Constructs,The ability to identify different forms of logical constructs used in arguments. Example: Recognizing logical constructs in a scientific paper to understand its reasoning.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Argument Assimilation,Evaluating Complex Arguments,Dissecting Complex Arguments,The ability to break down and analyze complex arguments. Example: Dissecting complex arguments in a legal case to understand their components.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Argument Assimilation,Evaluating Complex Arguments,Evaluating Argument Structures,The skill of assessing the effectiveness and coherence of argument structures. Example: Evaluating argument structures in a policy paper to determine their logical coherence.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Argument Assimilation,Synthesizing Arguments,Applying Argument Synthesis Techniques,The ability to combine multiple arguments or perspectives into a cohesive synthesis. Example: Applying argument synthesis techniques to combine perspectives in a comparative literature analysis.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Argument Assimilation,Synthesizing Arguments,Integrating Multiple Perspectives,The skill of considering and integrating various viewpoints into analysis. Example: Integrating multiple perspectives in a research paper to provide a comprehensive analysis.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Causal Reasoning and Analysis,Analyzing Causality,Determining Causal Impact,The skill of evaluating the effects and significance of causal relationships. Example: Determining the causal impact of policies in a case study to understand their effectiveness.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Causal Reasoning and Analysis,Analyzing Causality,Evaluating Causal Claims,The ability to assess the validity of causal claims made in arguments. Example: Evaluating causal claims in a scientific study to determine their validity.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Causal Reasoning and Analysis,Understanding Causal Relationships,Mapping Cause-Effect Chains,The skill of visualizing and mapping out cause-effect relationships. Example: Mapping cause-effect chains in a scientific report to understand the relationships between variables.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Causal Reasoning and Analysis,Understanding Causal Relationships,Tracing Causal Chains,The ability to follow and understand sequences of cause and effect within a text. Example: Tracing causal chains in a historical analysis to understand the sequence of events.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Deductive Reasoning,Applying Deductive Reasoning,Constructing Deductive Arguments,The ability to formulate logical arguments based on deductive reasoning. Example: Constructing deductive arguments in a scientific hypothesis to ensure logical consistency.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Deductive Reasoning,Applying Deductive Reasoning,Testing Deductive Validity,The skill of evaluating the validity of deductive reasoning. Example: Testing the deductive validity of arguments in a philosophical essay to ensure logical soundness.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Deductive Reasoning,Validating Deductive Arguments,Evaluating Logical Soundness,The skill of assessing the logical soundness of arguments. Example: Evaluating the logical soundness of arguments in a legal brief to ensure their validity.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Deductive Reasoning,Validating Deductive Arguments,Recognizing Valid Deductive Reasoning,The ability to recognize when deductive arguments are valid. Example: Identifying valid deductive reasoning in a mathematical proof to ensure accuracy.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Formal Logic,Applying Propositional Logic,Recognizing Logical Propositions,The ability to recognize and understand basic logical propositions. Example: Identifying logical propositions in a philosophical argument to understand its structure.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Formal Logic,Applying Propositional Logic,Using Propositional Calculus Techniques,The skill of applying formal logical techniques to analyze propositions. Example: Using propositional calculus techniques to analyze logical propositions in a computer science paper.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Formal Logic,Understanding Syllogistic Reasoning,Analyzing Categorical Syllogisms,The skill of analyzing syllogistic structures to determine their validity. Example: Analyzing categorical syllogisms in a logic exercise to ensure their validity.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Formal Logic,Understanding Syllogistic Reasoning,Analyzing Syllogistic Structures,The ability to understand and analyze syllogistic reasoning and its components. Example: Analyzing syllogistic structures in a philosophical argument to understand its logical flow.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Inductive Reasoning,Applying Inductive Reasoning,Drawing General Conclusions,The ability to make generalizations based on observed patterns. Example: Drawing general conclusions from patterns observed in historical events.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Inductive Reasoning,Applying Inductive Reasoning,Recognizing Patterns,The skill of recognizing patterns within data or texts. Example: Identifying patterns in a series of scientific experiments to draw conclusions.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Inductive Reasoning,Formulating Generalizations,Analyzing Evidence,The ability to critically evaluate the quality and relevance of evidence. Example: Analyzing evidence in a research study to determine its reliability.
Language Comprehension,Verbal Reasoning,Logical Reasoning,Inductive Reasoning,Formulating Generalizations,Collecting Evidence,The skill of gathering relevant evidence to support conclusions. Example: Collecting evidence from multiple sources to support a historical argument.
